Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
India,IND,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,51.6,57.1,62.5,..
India,IND,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,92.5,93.8,94.8,..
India,IND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,95.2,99.3,99.3,..
India,IND,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,11.01900005,10.02200031,10.70899963,14.62100029
India,IND,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,38.84876731,38.05008458,37.32645839,36.60329997
India,IND,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.926780799,10.07624085,10.17215799,10.39594769
India,IND,Age dependency ratio (% of working-age population),SP.POP.DPND,48.77554811,48.12632543,47.49861638,46.99924766
India,IND,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,42.2658231,42.26577835,..,..
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.04586286,60.04592643,..,..
India,IND,Agricultural land (sq. km),AG.LND.AGRI.K2,1785277.59,1785279.48,..,..
India,IND,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,..,..,..,..
India,IND,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,..,..,..,..
India,IND,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,..,..,..,..
India,IND,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,502192.285,..,..,..
India,IND,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,..,..,..,..
India,IND,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,18.66853766,17.37256153,16.63943104,15.9660077
India,IND,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,4.36681E+11,4.5687E+11,4.78374E+11,4.81548E+11
India,IND,"Air transport, passengers carried",IS.AIR.PSGR,68959633,83964797,..,..
India,IND,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..,..,..,..
India,IND,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,90.40735874,..,..,..
India,IND,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.589408504,..,..,..
India,IND,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,21.5,21.44,..,..
India,IND,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..
India,IND,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..
India,IND,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..
India,IND,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..
India,IND,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..
India,IND,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,2.322085,2.077217,1.7711667,1.75675
India,IND,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,17.3,..
India,IND,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..
India,IND,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,7.81226701,7.826325072,..,..
India,IND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.572,16.419,16.267,..
South Asia (IDA & IBRD),TSA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,59.44304905,62.53370191,65.84524716,..
South Asia (IDA & IBRD),TSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.19703923,98.78642376,98.28799595,..
South Asia (IDA & IBRD),TSA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.93101617,99.89540852,99.91280859,..
South Asia (IDA & IBRD),TSA,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,..,..,36.8212609,..
South Asia (IDA & IBRD),TSA,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,..,..,..,..
South Asia (IDA & IBRD),TSA,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,..,..,..,..
South Asia (IDA & IBRD),TSA,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..
South Asia (IDA & IBRD),TSA,Wanted fertility rate (births per woman),SP.DYN.WFRT,..,..,..,..
South Asia (IDA & IBRD),TSA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,3.611869921,..,..,..
South Asia (IDA & IBRD),TSA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,27.01118623,27.62316447,27.42361952,..
South Asia (IDA & IBRD),TSA,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,28.33266801,28.97480046,28.82052335,..
South Asia (IDA & IBRD),TSA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,23.20327651,23.79672773,23.49378359,..
South Asia (IDA & IBRD),TSA,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,70.82651199,70.2375805,69.86027302,..
South Asia (IDA & IBRD),TSA,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,68.90686196,68.28628776,67.71414558,..
South Asia (IDA & IBRD),TSA,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..
South Asia (IDA & IBRD),TSA,Voice and Accountability: Number of Sources,VA.NO.SRC,..,..,..,..
South Asia (IDA & IBRD),TSA,Voice and Accountability: Estimate,VA.EST,..,..,..,..
South Asia (IDA & IBRD),TSA,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.89320579,35.35192499,35.82499865,36.31229778
South Asia (IDA & IBRD),TSA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..
South Asia (IDA & IBRD),TSA,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,..,..,..,..
South Asia (IDA & IBRD),TSA,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,24.29122387,18.97749253,17.71712864,15.46872819
South Asia (IDA & IBRD),TSA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,21.77993533,19.09974668,16.6753189,15.18032283
South Asia (IDA & IBRD),TSA,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,23.95263071,18.92489418,17.18351017,15.42726588
South Asia (IDA & IBRD),TSA,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,21.32803769,18.87379635,16.11880693,14.86815685
South Asia (IDA & IBRD),TSA,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,25.50661275,19.0818711,19.49484214,15.58422388
South Asia (IDA & IBRD),TSA,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,23.08933321,19.52461783,18.51318905,16.13333132
South Asia (IDA & IBRD),TSA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.882848345,6.3426696,4.867967439,4.171243814
South Asia (IDA & IBRD),TSA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,6.926196836,5.868500741,5.133988957,4.063155215
South Asia (IDA & IBRD),TSA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,7.644301438,6.457439028,4.996801081,4.457190829
South Asia (IDA & IBRD),TSA,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,25.67337145,29.57386478,32.06231631,23.91189693
South Asia (IDA & IBRD),TSA,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,10.64618715,12.25960471,12.19091975,9.136151693
South Asia (IDA & IBRD),TSA,"Trained teachers in upper secondary education, male (% of male teachers)",SE.SEC.TCAQ.UP.MA.ZS,79.71987915,87.81314087,88.89047241,..
South Asia (IDA & IBRD),TSA,"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS,90.26622009,98.68039703,99.18605042,..
South Asia (IDA & IBRD),TSA,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,84.12709808,92.38963318,93.28439331,..
South Asia (IDA & IBRD),TSA,"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS,78.37586212,86.47451019,87.11048126,..
South Asia (IDA & IBRD),TSA,"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS,81.26918793,88.80757141,89.30343628,..
South Asia (IDA & IBRD),TSA,Trained teachers in secondary education (% of total teachers),SE.SEC.TCAQ.ZS,79.72299957,87.5681076,88.14642334,..
South Asia (IDA & IBRD),TSA,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,77.56671143,86.49494934,85.70236206,..
South Asia (IDA & IBRD),TSA,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,74.38211823,83.4070816,83.00417328,..
South Asia (IDA & IBRD),TSA,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,75.79308319,84.77216339,84.19360352,..
South Asia (IDA & IBRD),TSA,"Trained teachers in preprimary education, male (% of male teachers)",SE.PRE.TCAQ.MA.ZS,37.26797104,37.80693054,77.68399811,..
South Asia (IDA & IBRD),TSA,"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS,87.66210175,87.48114777,93.10933685,..
South Asia (IDA & IBRD),TSA,Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS,82.51039124,82.44770813,91.5591507,..
South Asia (IDA & IBRD),TSA,"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS,77.00978088,85.08519745,85.19412994,..
South Asia (IDA & IBRD),TSA,"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS,74.87776184,81.66065979,81.81449127,..
South Asia (IDA & IBRD),TSA,Trained teachers in lower secondary education (% of total teachers),SE.SEC.TCAQ.LO.ZS,75.92949677,83.33686829,83.45687866,..
South Asia (IDA & IBRD),TSA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.534085769,2.647206643,..,..
South Asia (IDA & IBRD),TSA,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,3959730.125,..,..,..
South Asia (IDA & IBRD),TSA,Total fisheries production (metric tons),ER.FSH.PROD.MT,18992152.21,20256839.87,21712014.06,..
South Asia (IDA & IBRD),TSA,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,..,..,..,..
South Asia (IDA & IBRD),TSA,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.794531716,1.805646341,2.139588528,..
South Asia (IDA & IBRD),TSA,Time required to build a warehouse (days),IC.WRH.DURS,..,..,..,..
South Asia (IDA & IBRD),TSA,Time required to enforce a contract (days),IC.LGL.DURS,..,..,..,..
South Asia (IDA & IBRD),TSA,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,43.31732413,47.74401079,52.15019506,..
South Asia (IDA & IBRD),TSA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,87.79758395,88.83977239,89.64194853,..
South Asia (IDA & IBRD),TSA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,94.88037005,98.2999562,98.01920692,..
South Asia (IDA & IBRD),TSA,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,42.42743899,41.62625254,40.89756994,40.17672379
South Asia (IDA & IBRD),TSA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.458943554,9.59785521,9.70101437,9.905559267
South Asia (IDA & IBRD),TSA,Age dependency ratio (% of working-age population),SP.POP.DPND,52.32661588,51.66040465,51.03008196,50.50373209
South Asia (IDA & IBRD),TSA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.80028154,56.74151761,..,..
South Asia (IDA & IBRD),TSA,Agricultural land (sq. km),AG.LND.AGRI.K2,2709441.59,2706638.48,..,..
South Asia (IDA & IBRD),TSA,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,..,..,..,..
South Asia (IDA & IBRD),TSA,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,738680.9325,..,..,..
South Asia (IDA & IBRD),TSA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,18.06145238,17.13462147,16.49766588,15.98193969
South Asia (IDA & IBRD),TSA,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,5.6884E+11,5.92615E+11,6.18225E+11,6.24953E+11
South Asia (IDA & IBRD),TSA,"Air transport, passengers carried",IS.AIR.PSGR,79675683.59,96661876.41,..,..
South Asia (IDA & IBRD),TSA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,91.25449791,..,..,..
South Asia (IDA & IBRD),TSA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.69936894,..,..,..
South Asia (IDA & IBRD),TSA,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,15.47,15.855,..,..
South Asia (IDA & IBRD),TSA,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..
South Asia (IDA & IBRD),TSA,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..
South Asia (IDA & IBRD),TSA,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..
South Asia (IDA & IBRD),TSA,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..
South Asia (IDA & IBRD),TSA,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..
South Asia (IDA & IBRD),TSA,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,11.05
South Asia (IDA & IBRD),TSA,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..
South Asia (IDA & IBRD),TSA,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..
South Asia (IDA & IBRD),TSA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.51624691,18.33656088,18.15802117,..
Afghanistan,AFG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,33.8,34.9,36.1,..
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.7,97.7,85.3,..
Afghanistan,AFG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.5,99.5,95.9,..
Afghanistan,AFG,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..,..,..,9.6
Afghanistan,AFG,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,..,28.7
Afghanistan,AFG,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,29.15226487,29.23104088,29.31343284,..
Afghanistan,AFG,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,500,500,500,..
Afghanistan,AFG,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,..,..,..,..
Afghanistan,AFG,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,..,..,..,..
Afghanistan,AFG,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,38.125,38.125,31.875,31.875
Afghanistan,AFG,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..
Afghanistan,AFG,Wanted fertility rate (births per woman),SP.DYN.WFRT,..,..,..,..
Afghanistan,AFG,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,1.016761519,..,..,..
Afghanistan,AFG,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,15.66604291,17.71920655,18.25934638,..
Afghanistan,AFG,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,17.51636142,19.59945975,18.84120474,..
Afghanistan,AFG,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,7.598199528,8.471143795,8.87820208,..
Afghanistan,AFG,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,82.69069832,80.68437053,80.12045445,..
Afghanistan,AFG,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,80.63125351,78.61985755,79.46055961,..
Afghanistan,AFG,Voice and Accountability: Percentile Rank,VA.PER.RNK,19.8067627,7.246376991,2.415458918,..
Afghanistan,AFG,Voice and Accountability: Number of Sources,VA.NO.SRC,9,9,9,..
Afghanistan,AFG,Voice and Accountability: Estimate,VA.EST,-1.077688575,-1.567889929,-1.751587272,..
Afghanistan,AFG,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..
